"20211228","133","잭 스나이더의 저스티스 리그","9.39"
"20211228","134","센과 치히로의 행방불명","9.39"
"20211228","135","토이 스토리 3","9.39"
"20211228","136","캐스트 어웨이","9.39"
"20211228","137","집으로...","9.38"
"20211228","138","헌터 킬러","9.38"
"20211228","139","반지의 제왕: 왕의 귀환","9.38"
"20211228","140","태극권","9.38"
"20211228","141","죽은 시인의 사회","9.38"
"20211228","142","어벤져스: 엔드게임","9.38"
"20211228","143","히든 피겨스","9.38"
"20211228","144","안녕 베일리","9.38"
"20211228","145","레옹","9.38"
"20211228","146","알라딘","9.38"
"20211228","147","클레멘타인","9.37"
"20211228","148","쉰들러 리스트","9.37"
"20211228","149","아이 캔 스피크","9.37"
"20211228","150","동주","9.37"
